body_part,symptom_keyword,severity_modifier,time_course_modifier,body_side_modifier,associated_symptom,population_risk,red_flag_question,emergency_if_yes,rationale,question_priority,clinical_context
head,เวียนหัว,mild,subacute,central,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกหรือไม่,yes,สงสัย Stroke,3,Subacute mild central เวียนหัว
head,เวียนหัว,mild,progressive,left,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,สงสัย Stroke,2,Progressive mild left เวียนหัว
head,เวียนหัว,mild,progressive,right,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,สงสัย Stroke,2,Progressive mild right เวียนหัว
head,เวียนหัว,mild,progressive,bilateral,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,สงสัย Stroke,2,Progressive mild bilateral เวียนหัว
head,เวียนหัว,mild,progressive,central,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกแย่ลงเรื่อยๆหรือไม่,yes,สงสัย Stroke,2,Progressive mild central เวียนหัว
head,เวียนหัว,mild,recurrent,left,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกเป็นๆ หายๆด้านซ้ายหรือไม่,yes,สงสัย Stroke,3,Recurrent mild left เวียนหัว
head,เวียนหัว,mild,recurrent,right,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกเป็นๆ หายๆด้านขวาหรือไม่,yes,สงสัย Stroke,3,Recurrent mild right เวียนหัว
head,เวียนหัว,mild,recurrent,bilateral,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,สงสัย Stroke,3,Recurrent mild bilateral เวียนหัว
head,เวียนหัว,mild,recurrent,central,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกเป็นๆ หายๆหรือไม่,yes,สงสัย Stroke,3,Recurrent mild central เวียนหัว
head,เวียนหัว,severe,acute,left,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกรุนแรงมากเกิดขึ้นทันทีด้านซ้ายหรือไม่,yes,สงสัย Stroke,1,Acute severe left เวียนหัว
head,เวียนหัว,severe,acute,right,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกรุนแรงมากเกิดขึ้นทันทีด้านขวาหรือไม่,yes,สงสัย Stroke,1,Acute severe right เวียนหัว
head,เวียนหัว,severe,acute,bilateral,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกรุนแรงมากเกิดขึ้นทันทีทั้งสองข้างหรือไม่,yes,สงสัย Stroke,1,Acute severe bilateral เวียนหัว
head,เวียนหัว,severe,acute,central,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกรุนแรงมากเกิดขึ้นทันทีหรือไม่,yes,สงสัย Stroke,1,Acute severe central เวียนหัว
head,เวียนหัว,severe,subacute,left,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกรุนแรงมากด้านซ้ายหรือไม่,yes,สงสัย Stroke,3,Subacute severe left เวียนหัว
head,เวียนหัว,severe,subacute,right,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกรุนแรงมากด้านขวาหรือไม่,yes,สงสัย Stroke,3,Subacute severe right เวียนหัว
head,เวียนหัว,severe,subacute,bilateral,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกรุนแรงมากทั้งสองข้างหรือไม่,yes,สงสัย Stroke,3,Subacute severe bilateral เวียนหัว
head,เวียนหัว,severe,subacute,central,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกรุนแรงมากหรือไม่,yes,สงสัย Stroke,3,Subacute severe central เวียนหัว
head,เวียนหัว,severe,progressive,left,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกรุนแรงมากแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,สงสัย Stroke,2,Progressive severe left เวียนหัว
head,เวียนหัว,severe,progressive,right,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกรุนแรงมากแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,สงสัย Stroke,2,Progressive severe right เวียนหัว
head,เวียนหัว,severe,progressive,bilateral,,general,เวียนหัวร่วมกับอ่อนแรงครึ่งซีกรุนแรงมากแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,สงสัย Stroke,2,Progressive severe bilateral เวียนหัว
